scenario_index,episode_length,accuracy,at_fault_collision,comfort,distance_into_oncoming_traffic,nuplan_driving_direction_compliance,log_divergence,offroad,offroad_in_box,distance_on_multiple_lanes,time_on_multiple_lanes,multiple_lanes_score,overlap,progress_ratio,making_progress,run_red_light,sdc_off_route,sdc_progression,sdc_wrongway,max_overspeed_m_per_s,max_overspeed_km_per_h,nuplan_speed_compliance,min_ttc,average_ttc,ttc_within_bound,nuplan_aggregate_score,vmax_aggregate_score,rideflux_aggregate_score,fail_accuracy,fail_overlap,fail_offroad,fail_at_fault_collision,fail_overlap_and_offroad,fail_collision_and_overlap,at_fault_without_overlap,low_progress_05,low_progress_07,low_comfort_05,low_rideflux_05,zero_rideflux,primary_category
285,80,1,0.0,0.8125,0.0,1.0,3.9207046,0.0,0.0,152.91415,8.0,0.0,0.0,0.9254318,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.95325994,0.8027452,0.89155227,False,False,False,False,False,False,False,False,False,False,False,False,PASS
286,80,1,0.0,0.7875,0.0,1.0,4.3507285,1.0,0.0,58.955,6.2,0.0,0.0,0.8716487,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.8464041,False,False,False,False,False,False,False,False,False,False,False,False,PASS
287,80,1,0.0,1.0,0.0,1.0,0.1946974,0.0,0.0,0.1904199,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,1.0,0.84210527,1.0,False,False,False,False,False,False,False,False,False,False,False,False,PASS
288,80,1,0.0,0.8625,0.0,1.0,19.532793,1.0,0.0,106.12644,7.5,0.0,0.0,0.6782807,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.7335465,False,False,False,False,False,False,False,False,True,False,False,False,PASS
289,80,1,0.0,1.0,0.0,1.0,4.3224893,1.0,0.0,14.613441,7.5,0.0,0.0,0.9916984,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.1000001,4.5762496,1.0,0.0,0.0,0.9941889,False,False,False,False,False,False,False,False,False,False,False,False,PASS
290,80,1,0.0,1.0,0.0,1.0,2.0925112,1.0,0.0,41.949497,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.7,4.6037498,1.0,0.0,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,PASS
291,80,1,0.0,0.8875,0.0,1.0,10.874939,1.0,0.0,136.94975,8.0,0.0,0.0,0.8250592,1.0,0.0,0.0,0.0,0.0,0.71805,2.58498,0.98377293,5.0,5.0,1.0,0.0,0.0,0.8437914,False,False,False,False,False,False,False,False,False,False,False,False,PASS
292,80,1,0.0,1.0,0.0,1.0,0.852421,1.0,0.0,43.968864,6.7,0.0,0.0,0.9554876,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.9688414,False,False,False,False,False,False,False,False,False,False,False,False,PASS
293,80,1,0.0,1.0,0.0,1.0,0.17315632,1.0,0.0,0.17332488,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,PASS
294,80,1,0.0,0.7875,0.0,1.0,10.236472,1.0,0.0,128.16666,8.0,0.0,0.0,0.82531315,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.81396925,False,False,False,False,False,False,False,False,False,False,False,False,PASS
295,80,1,0.0,1.0,0.0,1.0,3.632177,1.0,0.0,10.028899,6.7,0.0,0.0,0.52665097,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.6686557,False,False,False,False,False,False,False,False,True,False,False,False,PASS
296,80,1,0.0,0.925,0.0,1.0,2.1056411,1.0,0.0,105.74271,6.300000000000001,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.97749996,False,False,False,False,False,False,False,False,False,False,False,False,PASS
297,80,1,0.0,0.8125,0.0,1.0,8.315323,1.0,0.0,71.42276,4.800000000000001,0.5,0.0,0.99999994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.94375,False,False,False,False,False,False,False,False,False,False,False,False,PASS
298,80,1,0.0,0.925,0.0,1.0,9.775513,1.0,0.0,83.99751,5.9,0.0,0.0,0.82685626,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.8562994,False,False,False,False,False,False,False,False,False,False,False,False,PASS
299,80,1,0.0,0.8625,0.0,1.0,10.4513855,1.0,0.0,81.832726,8.0,0.0,0.0,0.7490574,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.78309023,False,False,False,False,False,False,False,False,False,False,False,False,PASS
300,80,1,0.0,1.0,0.0,1.0,2.0077627,1.0,0.0,5.604101,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,PASS
301,80,1,0.0,0.875,0.0,1.0,2.8466008,1.0,0.0,17.464388,1.3,1.0,0.0,0.9747066,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.94479465,False,False,False,False,False,False,False,False,False,False,False,False,PASS
302,80,1,0.0,1.0,0.0,1.0,0.18271819,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,PASS
303,80,1,0.0,1.0,0.0,1.0,0.15640704,0.0,0.0,0.15564877,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,1.0,0.84210527,1.0,False,False,False,False,False,False,False,False,False,False,False,False,PASS
304,64,0,1.0,1.0,0.0,1.0,2.684826,1.0,0.0,1.4825946,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.4,4.746875,1.0,0.0,0.0,0.0,True,True,False,True,False,True,False,False,False,False,True,True,OVERLAP+AT_FAULT
305,80,1,0.0,0.75,0.0,1.0,8.790016,1.0,0.0,151.73622,8.0,0.0,0.0,0.85035646,1.0,0.0,0.0,0.0,0.0,1.8961678,6.826204,0.83314836,5.0,5.0,1.0,0.0,0.0,0.82024956,False,False,False,False,False,False,False,False,False,False,False,False,PASS
306,80,1,0.0,0.8875,0.0,1.0,12.200297,1.0,0.0,49.849136,4.5,0.5,0.0,0.7052731,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.9587502,1.0,0.0,0.0,0.75994116,False,False,False,False,False,False,False,False,False,False,False,False,PASS
307,80,1,0.0,0.7875,0.0,1.0,7.39395,1.0,0.0,54.066666,7.4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.1,4.96125,1.0,0.0,0.0,0.93625003,False,False,False,False,False,False,False,False,False,False,False,False,PASS
308,80,1,0.0,0.925,0.0,1.0,5.659868,1.0,0.0,170.38118,8.0,0.0,0.0,0.91230834,1.0,0.0,0.0,0.0,0.0,2.9019356,10.446968,0.4491595,5.0,5.0,1.0,0.0,0.0,0.9161159,False,False,False,False,False,False,False,False,False,False,False,False,PASS
309,80,1,0.0,1.0,0.0,1.0,0.12010093,1.0,0.0,0.124571174,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,PASS
310,80,1,0.0,0.925,0.0,1.0,5.1746755,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.6,4.9762497,1.0,0.0,0.0,0.97749996,False,False,False,False,False,False,False,False,False,False,False,False,PASS
311,80,1,0.0,0.8875,0.0,1.0,5.2562838,1.0,0.0,47.246063,3.0,1.0,0.0,0.9002635,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.8964344,False,False,False,False,False,False,False,False,False,False,False,False,PASS
312,80,1,0.0,1.0,0.0,1.0,3.0019028,1.0,0.0,71.854645,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,PASS
313,1,0,1.0,1.0,0.0,1.0,0.012439348,1.0,0.0,0.021438299,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,True,True,False,True,False,True,False,False,False,False,True,True,OVERLAP+AT_FAULT
314,80,1,0.0,0.71250004,0.0,1.0,14.173082,1.0,0.0,78.77862,4.6000000000000005,0.5,0.0,0.77313316,1.0,0.0,0.0,0.0,0.0,2.328804,8.383695,0.936974,5.0,5.0,1.0,0.0,0.0,0.7549432,False,False,False,False,False,False,False,False,False,False,False,False,PASS
315,80,1,0.0,1.0,0.0,1.0,9.117254,0.0,0.0,161.59341,8.0,0.0,0.0,0.8998394,1.0,0.0,0.0,0.0,0.0,1.8210831,6.5558987,0.8298482,5.0,5.0,1.0,0.9261619,0.7799258,0.9298876,False,False,False,False,False,False,False,False,False,False,False,False,PASS
316,80,1,0.0,0.725,0.0,1.0,12.329544,1.0,0.0,151.23318,7.300000000000001,0.0,0.0,0.8870012,1.0,0.0,0.0,0.0,0.0,3.3026276,11.889459,0.626847,5.0,5.0,1.0,0.0,0.0,0.83840084,False,False,False,False,False,False,False,False,False,False,False,False,PASS
317,80,1,0.0,1.0,0.0,1.0,0.055946447,1.0,0.0,0.050658867,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,PASS
318,80,1,0.0,1.0,0.0,1.0,1.4836645,1.0,0.0,3.6575286,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.7,4.9787498,1.0,0.0,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,PASS
319,1,0,1.0,1.0,0.0,1.0,0.006596316,1.0,0.0,0.01373592,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,True,True,False,True,False,True,False,False,False,False,True,True,OVERLAP+AT_FAULT
320,80,1,0.0,1.0,0.0,1.0,11.010614,1.0,0.0,76.46302,8.0,0.0,0.0,0.75052434,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.825367,False,False,False,False,False,False,False,False,False,False,False,False,PASS
321,80,1,0.0,1.0,0.0,1.0,4.6951976,1.0,0.0,55.64935,6.800000000000001,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.1000001,4.6775002,1.0,0.0,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,PASS
322,80,1,0.0,0.7875,0.0,1.0,5.5140014,1.0,0.0,170.75482,7.800000000000001,0.0,0.0,0.92492753,1.0,0.0,0.0,0.0,0.0,3.419672,12.310819,0.108151674,5.0,5.0,1.0,0.0,0.0,0.88369924,False,False,False,False,False,False,False,False,False,False,False,False,PASS
323,80,1,0.0,0.8875,0.0,1.0,2.3886054,1.0,0.0,0.0,0.0,1.0,0.0,0.9344845,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.1000001,4.8887496,1.0,0.0,0.0,0.9203892,False,False,False,False,False,False,False,False,False,False,False,False,PASS
324,80,1,0.0,1.0,0.0,1.0,5.610557,1.0,0.0,72.9757,6.800000000000001,0.0,0.0,0.8786634,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.91506445,False,False,False,False,False,False,False,False,False,False,False,False,PASS
325,80,1,0.0,1.0,0.0,1.0,0.45623618,1.0,0.0,0.4279049,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,PASS
326,80,1,0.0,1.0,0.0,1.0,0.08920922,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,PASS
327,80,1,0.0,0.8125,0.0,1.0,10.713536,1.0,0.0,61.10948,6.7,0.0,0.0,0.76677144,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.78049004,False,False,False,False,False,False,False,False,False,False,False,False,PASS
328,80,1,0.0,0.875,0.0,1.0,13.807144,1.0,0.0,139.88063,8.0,0.0,0.0,0.78693515,1.0,0.0,0.0,0.0,0.0,1.6713829,6.0169783,0.92680013,5.0,5.0,1.0,0.0,0.0,0.8133546,False,False,False,False,False,False,False,False,False,False,False,False,PASS
329,80,1,0.0,0.7875,0.0,1.0,10.789506,0.0,0.0,158.99919,8.0,0.0,0.0,0.8500668,1.0,0.0,0.0,0.0,0.0,3.2108727,11.559141,0.7030562,5.0,5.0,1.0,0.85234743,0.7177663,0.83129674,False,False,False,False,False,False,False,False,False,False,False,False,PASS
330,80,1,0.0,1.0,0.0,1.0,0.25965333,0.0,0.0,0.24636255,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,1.0,0.84210527,1.0,False,False,False,False,False,False,False,False,False,False,False,False,PASS
331,80,1,0.0,1.0,0.0,1.0,0.14052384,1.0,0.0,0.14512666,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,PASS
332,80,1,0.0,0.8875,0.0,1.0,16.177055,1.0,0.0,84.843155,7.9,0.0,0.0,0.7413394,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.2,4.8675003,1.0,0.0,0.0,0.7851876,False,False,False,False,False,False,False,False,False,False,False,False,PASS
333,80,1,0.0,0.85,0.0,1.0,12.630317,1.0,0.0,145.27396,7.6,0.0,0.0,0.8119716,1.0,0.0,0.0,0.0,0.0,3.091692,11.130091,0.7459062,5.0,5.0,1.0,0.0,0.0,0.8233801,False,False,False,False,False,False,False,False,False,False,False,False,PASS
334,80,1,0.0,0.925,0.0,1.0,6.2315106,1.0,0.0,32.457375,5.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.97749996,False,False,False,False,False,False,False,False,False,False,False,False,PASS
335,80,1,0.0,0.90000004,0.0,1.0,9.771489,0.0,0.0,147.602,8.0,0.0,0.0,0.8605448,1.0,0.0,0.0,0.0,0.0,0.55220985,1.9879555,0.9927985,5.0,5.0,1.0,0.9421199,0.7933641,0.8723814,False,False,False,False,False,False,False,False,False,False,False,False,PASS
336,80,1,0.0,0.85,0.0,1.0,14.188379,1.0,0.0,43.23004,3.0,1.0,0.0,0.7368663,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.77080643,False,False,False,False,False,False,False,False,False,False,False,False,PASS
337,80,1,0.0,0.925,0.0,1.0,4.9149036,0.0,0.0,46.238525,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.990625,0.8342106,0.97749996,False,False,False,False,False,False,False,False,False,False,False,False,PASS
338,80,1,0.0,1.0,0.0,1.0,2.226078,0.0,0.0,6.1064987,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,1.0,0.84210527,1.0,False,False,False,False,False,False,False,False,False,False,False,False,PASS
339,80,1,0.0,1.0,0.0,1.0,0.4133869,1.0,0.0,0.3943241,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,PASS
340,80,1,0.0,1.0,0.0,1.0,0.13297477,1.0,0.0,0.12910694,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,PASS
341,80,1,0.0,0.8875,0.0,1.0,13.620417,1.0,0.0,118.04734,8.0,0.0,0.0,0.7509139,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.7918897,False,False,False,False,False,False,False,False,False,False,False,False,PASS
342,80,1,0.0,1.0,0.0,1.0,0.085994825,0.0,0.0,0.07006624,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,1.0,0.84210527,1.0,False,False,False,False,False,False,False,False,False,False,False,False,PASS
343,80,1,0.0,1.0,0.0,1.0,0.14694552,1.0,0.0,0.9002318,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,PASS
344,80,1,0.0,0.8625,2.1759057,0.5,7.6864824,1.0,0.0,31.294754,6.2,0.0,0.0,0.683222,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.7370054,False,False,False,False,False,False,False,False,True,False,False,False,PASS
345,80,1,0.0,1.0,0.0,1.0,12.838069,1.0,0.0,74.60888,7.6,0.0,0.0,0.71200055,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.7984004,False,False,False,False,False,False,False,False,False,False,False,False,PASS
346,80,1,0.0,1.0,0.0,1.0,13.828071,1.0,0.0,15.810057,2.1,1.0,0.0,0.68790907,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.78153634,False,False,False,False,False,False,False,False,True,False,False,False,PASS
347,80,1,0.0,0.8875,0.0,1.0,5.699247,1.0,0.0,154.33017,8.0,0.0,0.0,0.89765555,1.0,0.0,0.0,0.0,0.0,1.8585529,6.69079,0.8616946,5.0,5.0,1.0,0.0,0.0,0.8946089,False,False,False,False,False,False,False,False,False,False,False,False,PASS
348,80,1,0.0,0.925,0.0,1.0,4.167755,1.0,0.0,98.97249,8.0,0.0,0.0,0.92325705,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.2,4.9,1.0,0.0,0.0,0.92377996,False,False,False,False,False,False,False,False,False,False,False,False,PASS
349,80,1,0.0,0.875,0.0,1.0,4.0993323,0.0,0.0,132.28757,6.7,0.0,0.0,0.93939716,1.0,0.0,0.0,0.0,0.0,1.5422497,5.5520988,0.87448406,1.9,4.96125,1.0,0.9340576,0.78657484,0.920078,False,False,False,False,False,False,False,False,False,False,False,False,PASS
350,80,1,0.0,0.8125,0.0,1.0,9.883881,0.0,0.0,140.94827,6.800000000000001,0.0,0.0,0.84826016,1.0,0.0,0.0,0.0,0.0,3.4961185,12.586026,0.57033885,5.0,5.0,1.0,0.82172847,0.69198185,0.83753216,False,False,False,False,False,False,False,False,False,False,False,False,PASS
351,80,1,0.0,0.8875,0.0,1.0,10.498708,1.0,0.0,130.22867,8.0,0.0,0.0,0.8100569,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.8332899,False,False,False,False,False,False,False,False,False,False,False,False,PASS
352,80,1,0.0,1.0,0.0,1.0,0.19986579,0.0,0.0,0.19414312,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,1.0,0.84210527,1.0,False,False,False,False,False,False,False,False,False,False,False,False,PASS
353,80,1,0.0,0.3375,0.0,1.0,0.7287529,1.0,0.0,79.937325,7.4,0.0,0.0,0.985777,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.7,4.9837503,1.0,0.0,0.0,0.7912939,False,False,False,False,False,False,False,False,False,True,False,False,LOW_COMFORT
354,48,0,1.0,0.4166667,0.0,1.0,7.432649,1.0,0.0,88.53609,4.800000000000001,0.5,1.0,0.51393723,1.0,0.0,0.0,0.0,0.0,0.47852516,1.7226906,0.9867133,0.0,3.4812503,0.0,0.0,0.0,0.0,True,True,False,True,False,True,False,False,True,True,True,True,OVERLAP+AT_FAULT
355,80,1,0.0,0.8875,0.0,1.0,12.066344,1.0,0.0,86.41615,8.0,0.0,0.0,0.73429567,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.7802569,False,False,False,False,False,False,False,False,False,False,False,False,PASS
356,80,1,0.0,0.8875,0.0,1.0,2.3061264,1.0,0.0,173.99854,8.0,0.0,0.0,0.97380966,1.0,0.0,0.0,0.0,0.0,2.2878819,8.236375,0.25817567,5.0,5.0,1.0,0.0,0.0,0.9479168,False,False,False,False,False,False,False,False,False,False,False,False,PASS
357,80,1,0.0,0.8875,0.0,1.0,2.42745,0.0,0.0,106.05114,5.1000000000000005,0.5,0.0,0.9875936,1.0,0.0,0.0,0.0,0.0,1.4353218,5.1671586,0.70013964,5.0,5.0,1.0,0.9070953,0.8428171,0.9575655,False,False,False,False,False,False,False,False,False,False,False,False,PASS
358,80,1,0.0,0.8875,0.0,1.0,9.327831,1.0,0.0,110.140686,8.0,0.0,0.0,0.83714145,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8000001,4.7075,1.0,0.0,0.0,0.85224897,False,False,False,False,False,False,False,False,False,False,False,False,PASS
359,15,0,1.0,1.0,0.0,1.0,0.52121854,1.0,0.0,1.6503313,1.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0000005,1.0,0.0,0.0,0.0,True,True,False,True,False,True,False,False,False,False,True,True,OVERLAP+AT_FAULT
360,80,1,0.0,1.0,0.0,1.0,0.09016371,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,PASS
361,80,1,0.0,0.83750004,0.0,1.0,22.041904,1.0,0.0,154.59274,8.0,0.0,0.0,0.8856977,1.0,0.0,0.0,0.0,0.0,0.3148613,1.1335007,0.9834152,5.0,5.0,1.0,0.0,0.0,0.8712384,False,False,False,False,False,False,False,False,False,False,False,False,PASS
362,80,1,0.0,0.8875,0.0,1.0,2.5300605,1.0,0.0,109.296455,7.9,0.0,0.0,0.96035045,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.9384953,False,False,False,False,False,False,False,False,False,False,False,False,PASS
363,80,1,0.0,1.0,0.0,1.0,4.4928546,1.0,0.0,57.309433,7.7,0.0,0.0,0.81634396,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.8714408,False,False,False,False,False,False,False,False,False,False,False,False,PASS
364,80,1,0.0,0.8875,0.0,1.0,13.564997,0.0,0.0,42.071655,4.5,0.5,0.0,0.7405359,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.90485495,0.8409305,0.7846252,False,False,False,False,False,False,False,False,False,False,False,False,PASS
365,80,1,0.0,1.0,0.0,1.0,3.7507076,1.0,0.0,3.7298582,1.8,1.0,0.0,1.0000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,PASS
366,80,1,0.0,1.0,0.0,1.0,8.919893,1.0,0.0,58.180515,6.7,0.0,0.0,0.736074,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.81525177,False,False,False,False,False,False,False,False,False,False,False,False,PASS
367,80,1,0.0,0.9125,0.0,1.0,12.447878,1.0,0.0,45.108788,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.7,4.7225,1.0,0.0,0.0,0.97375005,False,False,False,False,False,False,False,False,False,False,False,False,PASS
368,80,1,0.0,0.8875,0.0,1.0,8.785566,1.0,0.0,109.337746,8.0,0.0,0.0,0.8346507,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.8505055,False,False,False,False,False,False,False,False,False,False,False,False,PASS
369,80,1,0.0,0.925,0.0,1.0,1.9084142,0.0,0.0,2.4753067,1.0,1.0,0.0,0.65029025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,3.325,0.0,0.56884074,0.63691854,0.73270315,False,False,False,False,False,False,False,False,True,False,False,False,PASS
370,80,1,0.0,1.0,0.0,1.0,1.4040098,1.0,0.0,16.805695,2.4000000000000004,1.0,0.0,0.9391098,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.9573769,False,False,False,False,False,False,False,False,False,False,False,False,PASS
371,80,1,0.0,1.0,0.0,1.0,0.25219533,1.0,0.0,0.2403415,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,PASS
372,80,1,0.0,0.6125,0.0,1.0,7.823978,1.0,0.0,161.39171,8.0,0.0,0.0,0.90022224,1.0,0.0,0.0,0.0,0.0,1.9531307,7.0312705,0.7270584,5.0,5.0,1.0,0.0,0.0,0.81390554,False,False,False,False,False,False,False,False,False,False,False,False,PASS
373,80,1,0.0,1.0,0.0,1.0,1.2339934,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,PASS
374,80,1,0.0,1.0,0.0,1.0,3.123712,1.0,0.0,8.245044,1.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.2,4.8849998,1.0,0.0,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,PASS
375,1,0,1.0,1.0,0.0,1.0,0.0046325694,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,True,True,False,True,False,True,False,False,False,False,True,True,OVERLAP+AT_FAULT
376,80,1,0.0,1.0,0.0,1.0,2.9833791,1.0,0.0,98.764206,8.0,0.0,0.0,0.9448605,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.96140236,False,False,False,False,False,False,False,False,False,False,False,False,PASS
